"table_name","variable_name","label","data_type","units","statistic","value","text_value"
"baseline","total_cholesterol_mmol_L","Total cholesterol","continuous","mmol/L","Q3",5.55,
"baseline","total_cholesterol_mmol_L","Total cholesterol","continuous","mmol/L","Max",7.28,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Rows",2400,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Non-missing n",2400,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Missing n",0,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Missing %",0,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Levels observed",2,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Mode count",1384,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Mode percent",57.6666666666667,
"baseline","raised_total_cholesterol","Total cholesterol at least 5 mmol/L","binary categorical","none","Mode level",,"Yes"
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Rows",2400,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Non-missing n",2400,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Missing n",0,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Missing %",0,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Mean",1.29736666666667,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","SD",0.201865370731371,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Median",1.3,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","IQR",0.27,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Min",0.7,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Q1",1.16,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Q3",1.43,
"baseline","hdl_cholesterol_mmol_L","HDL cholesterol","continuous","mmol/L","Max",1.95,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Rows",2400,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Non-missing n",2400,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Missing n",0,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Missing %",0,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Mean",3.05565833333333,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","SD",0.691616853740117,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Median",3.06,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","IQR",0.94,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Min",1.2,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Q1",2.59,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Q3",3.53,
"baseline","ldl_cholesterol_mmol_L","Estimated LDL cholesterol","continuous","mmol/L","Max",5.52,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Rows",2400,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Non-missing n",2342,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Missing n",58,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Missing %",2.41666666666667,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Mean",1.69013236549957,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","SD",0.65464034132609,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Median",1.58,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","IQR",0.84,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Min",0.45,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Q1",1.21,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Q3",2.05,
"baseline","triglycerides_mmol_L","Triglycerides","continuous","mmol/L","Max",5.5,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Rows",2400,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Non-missing n",2400,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Missing n",0,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Missing %",0,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Mean",4.059975,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","SD",0.903432664221761,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Median",3.95,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","IQR",1.12,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Min",2.04,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Q1",3.42,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Q3",4.54,
"baseline","total_hdl_ratio","Total cholesterol divided by HDL cholesterol","continuous","ratio","Max",8.46,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Rows",2400,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Non-missing n",2400,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Missing n",0,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Missing %",0,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Levels observed",2,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Mode count",2319,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Mode percent",96.625,
"baseline","high_total_hdl_ratio","Total-to-HDL cholesterol ratio at least 6","binary categorical","none","Mode level",,"No"
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Rows",2400,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Non-missing n",2307,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Missing n",93,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Missing %",3.875,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Mean",2.43918508885999,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","SD",1.6198557199099,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Median",2.01,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","IQR",1.68,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Min",0.26,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Q1",1.39,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Q3",3.07,
"baseline","crp_mg_L","C-reactive protein","continuous","mg/L","Max",18.14,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Rows",2400,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Non-missing n",2400,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Missing n",0,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Missing %",0,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Mean",81.4849166666667,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","SD",12.3424202333617,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Median",81.2,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","IQR",16.6,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Min",45,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Q1",73.3,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Q3",89.9,
"baseline","creatinine_umol_L","Serum creatinine","continuous","umol/L","Max",120.1,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Rows",2400,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Non-missing n",2368,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Missing n",32,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Missing %",1.33333333333333,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Mean",73.9666807432432,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","SD",12.9928322040326,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Median",73.75,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","IQR",18.65,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Min",36.7,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Q1",64.475,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Q3",83.125,
"baseline","egfr_ml_min_1_73m2","Estimated glomerular filtration rate","continuous","mL/min/1.73m^2","Max",114.9,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Rows",2400,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Non-missing n",2358,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Missing n",42,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Missing %",1.75,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Levels observed",8,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Mode count",1094,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Mode percent",46.3952502120441,
"baseline","self_rated_health","Self-rated overall health using UK survey wording","ordered categorical","none","Mode level",,"Very bad"
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Rows",2400,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Non-missing n",2400,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Missing n",0,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Missing %",0,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Levels observed",2,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Mode count",1591,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Mode percent",66.2916666666667,
"baseline","longstanding_condition","Longstanding health condition","binary categorical","none","Mode level",,"Yes"
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Rows",2400,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Non-missing n",2400,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Missing n",0,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Missing %",0,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Levels observed",2,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode count",1781,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode percent",74.2083333333333,
"baseline","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode level",,"No"
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Rows",2400,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Non-missing n",2400,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Missing n",0,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Missing %",0,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Levels observed",2,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode count",2058,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode percent",85.75,
"baseline","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode level",,"No"
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Rows",2400,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Non-missing n",2400,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Missing n",0,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Missing %",0,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Levels observed",2,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode count",2075,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode percent",86.4583333333333,
"baseline","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode level",,"No"
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Rows",2400,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Non-missing n",2400,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Missing n",0,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Missing %",0,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Levels observed",2,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Mode count",2159,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Mode percent",89.9583333333333,
"baseline","previous_stroke_tia","Previous stroke or transient ischaemic attack history","binary categorical","none","Mode level",,"No"
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Rows",2400,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Non-missing n",2400,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Missing n",0,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Missing %",0,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Levels observed",2,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Mode count",2212,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Mode percent",92.1666666666667,
"baseline","copd","Simulated chronic obstructive pulmonary disease status","binary categorical","none","Mode level",,"No"
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Rows",2400,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Non-missing n",2400,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Missing n",0,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Missing %",0,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Levels observed",2,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode count",2100,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode percent",87.5,
"baseline","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode level",,"No"
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Rows",2400,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Non-missing n",2400,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Missing n",0,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Missing %",0,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Levels observed",2,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Mode count",1686,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Mode percent",70.25,
"baseline","osteoarthritis","Simulated osteoarthritis status","binary categorical","none","Mode level",,"No"
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Rows",2400,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Non-missing n",2400,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Missing n",0,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Missing %",0,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Levels observed",2,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Mode count",2081,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Mode percent",86.7083333333333,
"baseline","depression_anxiety","Depression or anxiety history","binary categorical","none","Mode level",,"No"
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Rows",2400,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Non-missing n",2400,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Missing n",0,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Missing %",0,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Levels observed",2,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode count",2183,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode percent",90.9583333333333,
"baseline","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode level",,"No"
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Rows",2400,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Non-missing n",2400,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Missing n",0,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Missing %",0,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Mean",1.77958333333333,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","SD",1.37056527761869,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Median",2,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","IQR",2,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Min",0,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Q1",1,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Q3",3,
"baseline","multimorbidity_count","Count of selected long-term conditions","count","conditions","Max",9,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Rows",2400,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Non-missing n",2400,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Missing n",0,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Missing %",0,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Mean",0.444166666666667,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","SD",0.699704675787893,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Median",0,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","IQR",1,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Min",0,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Q1",0,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Q3",1,
"baseline","falls_last_12m","Falls reported in the last year","count","falls","Max",5,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Rows",2400,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Non-missing n",2400,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Missing n",0,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Missing %",0,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Levels observed",2,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode count",1714,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode percent",71.4166666666667,
"baseline","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode level",,"No"
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Rows",2400,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Non-missing n",2400,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Missing n",0,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Missing %",0,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Mean",0.2154875,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","SD",0.083738685286465,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Median",0.21,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","IQR",0.116,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Min",0.02,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Q1",0.155,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Q3",0.271,
"baseline","frailty_index","Simplified frailty index derived from age, conditions, falls, and polypharmacy","continuous","index","Max",0.512,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Rows",2400,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Non-missing n",2400,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Missing n",0,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Missing %",0,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Levels observed",4,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Mode count",1228,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Mode percent",51.1666666666667,
"baseline","frailty_category","Frailty category derived from frailty index","ordered categorical","none","Mode level",,"Mild frailty"
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Rows",2400,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Non-missing n",2400,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Missing n",0,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Missing %",0,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Levels observed",2,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Mode count",2232,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Mode percent",93,
"baseline","care_home_resident","Simulated care-home residence at baseline","binary categorical","none","Mode level",,"No"
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Rows",2400,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Non-missing n",2400,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Missing n",0,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Missing %",0,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Mean",3.94541666666667,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","SD",2.59298518085184,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Median",4,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","IQR",3,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Min",0,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Q1",2,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Q3",5,
"baseline","gp_visits_last_12m","General practice visits in the last year","count","visits","Max",18,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Rows",2400,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Non-missing n",2400,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Missing n",0,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Missing %",0,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Mean",2.53208333333333,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","SD",2.01303894534367,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Median",2,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","IQR",3,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Min",0,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Q1",1,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Q3",4,
"baseline","sick_days_last_12m","Days off work or study due to illness","count","days","Max",13,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Rows",2400,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Non-missing n",2400,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Missing n",0,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Missing %",0,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Levels observed",2,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Mode count",1792,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Mode percent",74.6666666666667,
"baseline","on_antihypertensive","Currently taking blood pressure medication","binary categorical","none","Mode level",,"No"
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Rows",2400,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Non-missing n",2400,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Missing n",0,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Missing %",0,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Levels observed",2,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Mode count",1550,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Mode percent",64.5833333333333,
"baseline","on_statin","Currently taking statin medication","binary categorical","none","Mode level",,"No"
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Rows",2400,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Non-missing n",2400,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Missing n",0,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Missing %",0,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Levels observed",2,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Mode count",1590,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Mode percent",66.25,
"baseline","diagnosed_hypertension","Clinical hypertension diagnosis","binary categorical","none","Mode level",,"No"
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Rows",2400,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Non-missing n",2400,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Missing n",0,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Missing %",0,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Levels observed",2,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Mode count",1657,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Mode percent",69.0416666666667,
"baseline","high_cardiovascular_risk","Elevated cardiovascular risk category","binary categorical","none","Mode level",,"No"
